1741058029.167373,9
1741058029.276863,9
1741058029.385875,8
1741058029.495730,11
1741058029.606703,9
1741058029.721967,9
1741058029.831510,9
1741058029.940223,9
1741058030.050980,11
1741058030.159060,10
1741058030.267788,10
1741058030.376645,9
1741058030.485842,9
1741058030.594417,11
1741058030.705290,9
1741058030.814371,9
1741058030.933875,7
1741058031.042203,8
1741058031.149413,9
1741058031.257460,10
1741058031.366811,11
1741058031.474003,10
1741058031.578602,10
1741058031.699623,9
1741058031.816241,11
1741058031.933688,8
1741058032.042379,10
1741058032.153456,9
1741058032.261596,8
1741058032.369515,9
1741058032.478230,10
1741058032.582035,10
1741058032.701292,9
1741058032.811022,10
1741058032.920350,9
1741058033.029346,8
1741058033.144229,9
1741058033.248105,9
1741058033.351608,9
1741058033.454999,10
1741058033.563479,9
1741058033.672668,7
1741058033.782134,8
1741058033.893363,10
1741058034.002448,10
1741058034.112229,12
1741058034.217477,9
1741058034.340580,8
1741058034.448826,12
1741058034.556907,10
1741058034.665442,10
1741058034.780112,10
1741058034.888641,11
1741058034.998416,11
1741058035.106163,11
1741058035.216263,9
1741058035.324354,11
1741058035.433589,9
1741058035.542393,11
1741058035.651610,11
1741058035.762989,9
1741058035.872544,9
1741058035.984217,8
1741058036.092967,10
1741058036.201818,9
1741058036.309523,11
1741058036.417924,11
1741058036.526695,10
1741058036.637447,4
1741058036.752384,0
1741058036.863520,1
1741058036.971709,2
1741058037.084658,5
1741058037.196292,6
1741058037.304460,7
1741058037.413343,7
1741058037.521853,10
1741058037.629895,11
1741058037.744730,11
1741058037.854774,12
1741058037.964126,12
1741058038.072021,11
1741058038.180638,10
1741058038.288442,10
1741058038.397327,10
1741058038.507545,9
1741058038.616659,10
1741058038.728875,9
1741058038.836808,9
1741058038.946426,9
1741058039.054842,9
1741058039.164085,10
1741058039.272161,8
1741058039.375916,9
1741058039.484760,9
1741058039.594524,9
1741058039.710981,9
1741058039.828536,10
1741058039.938837,10
1741058040.046748,9
1741058040.155375,10
1741058040.265949,11
1741058040.375035,10
1741058040.486085,9
1741058040.594655,9
1741058040.712035,9
1741058040.820906,9
1741058040.930389,9
1741058041.039591,9
1741058041.148682,9
1741058041.258489,10
1741058041.367687,10
1741058041.475528,11
1741058041.585029,11
1741058041.704905,9
1741058041.814889,9
1741058041.924080,10
1741058042.033293,9
1741058042.140727,9
1741058042.250659,9
1741058042.361358,10
1741058042.469640,10
1741058042.577785,10
1741058042.696794,11
1741058042.812410,8
1741058042.920159,10
1741058043.029033,9
1741058043.138196,10
1741058043.247735,9
1741058043.355631,9
1741058043.464239,9
1741058043.573168,9
1741058043.690408,9
1741058043.800312,11
1741058043.909165,9
1741058044.013720,9
1741058044.122691,10
1741058044.232533,11
1741058044.340189,9
1741058044.450529,9
1741058044.558470,9
1741058044.667171,8
1741058044.783673,10
1741058044.895836,11
1741058045.005980,11
1741058045.118531,11
1741058045.222632,9
1741058045.331680,10
1741058045.439711,9
1741058045.548073,9
1741058045.663351,9
1741058045.776205,9
1741058045.885737,9
1741058045.994610,9
1741058046.103073,10
1741058046.212685,10
1741058046.320803,12
1741058046.429046,9
1741058046.537713,9
1741058046.648230,9
1741058046.765990,11
1741058046.875089,11
1741058046.983608,5
1741058047.092470,1
1741058047.195794,0
1741058047.304959,2
1741058047.413847,2
1741058047.522561,2
1741058047.630575,4
1741058047.747051,7
1741058047.856259,5
1741058047.966247,6
1741058048.074805,7
1741058048.186198,8
1741058048.297092,7
1741058048.406115,7
1741058048.515032,10
1741058048.624525,8
1741058048.741163,8
1741058048.851011,9
1741058048.959012,10
1741058049.069868,9
1741058049.177951,9
1741058049.286886,9
1741058049.395854,9
1741058049.505737,9
1741058049.615432,10
1741058049.731118,10
1741058049.840214,10
1741058049.948607,10
1741058050.056729,11
1741058050.165467,11
1741058050.275041,9
1741058050.384724,9
1741058050.494924,10
1741058050.602332,8
1741058050.718448,9
1741058050.827819,9
1741058050.936311,11
1741058051.044773,10
1741058051.151446,9
1741058051.257257,10
1741058051.365828,11
1741058051.474030,10
1741058051.585699,11
1741058051.703573,11
1741058051.815991,9
1741058051.925208,9
1741058052.034365,10
1741058052.143908,12
1741058052.253119,11
1741058052.361706,12
1741058052.469698,11
1741058052.578823,10
1741058052.698597,11
1741058052.808736,9
1741058052.917405,9
1741058053.025871,10
1741058053.134349,9
1741058053.242516,10
1741058053.350108,9
1741058053.457835,10
1741058053.565841,10
1741058053.674264,11
1741058053.796355,9
1741058053.905627,10
1741058054.015642,11
1741058054.124359,9
1741058054.233498,9
1741058054.341691,8
1741058054.449782,9
1741058054.558165,9
1741058054.667513,10
1741058054.785723,10
1741058054.896909,9
1741058055.021044,9
1741058055.131029,9
1741058055.240620,9
1741058055.347108,8
1741058055.454957,10
1741058055.563987,9
1741058055.672736,10
1741058055.794831,9
1741058055.905344,8
1741058056.015084,11
1741058056.174681,8
1741058056.284980,10
1741058056.394949,13
1741058056.503349,11
1741058056.612202,11
1741058056.727918,12
1741058056.837767,9
1741058056.946809,10
1741058057.054525,9
1741058057.204711,11
1741058057.335173,6
1741058057.457493,0
1741058057.567541,1
1741058057.675550,0
1741058057.798384,3
1741058057.910028,6
1741058058.019639,8
1741058058.128269,6
1741058058.237435,6
1741058058.346096,8
1741058058.454022,8
1741058058.568833,8
1741058058.678893,10
1741058058.806551,10
1741058058.915828,10
1741058059.024925,11
1741058059.134186,9
1741058059.242289,10
1741058059.350206,10
1741058059.460830,11
1741058059.565585,9
1741058059.673511,9
1741058059.793084,10
1741058059.904743,8
1741058060.014974,10
1741058060.124662,12
1741058060.232920,13
1741058060.340834,9
1741058060.449728,11
1741058060.558496,8
1741058060.667560,8
1741058060.788362,9
1741058060.900005,9
1741058061.009094,9
1741058061.118432,9
1741058061.227877,10
1741058061.336188,11
1741058061.445570,9
1741058061.553976,10
1741058061.661545,8
1741058061.774754,9
1741058061.884913,10
1741058061.993549,9
1741058062.102262,9
1741058062.211453,9
1741058062.325382,9
1741058062.451710,10
1741058062.562471,10
1741058062.668046,10
1741058062.785195,9
1741058062.893775,9
1741058063.002447,9
1741058063.110006,9
1741058063.219480,8
1741058063.327530,9
1741058063.437135,10
1741058063.546301,10
1741058063.655183,10
1741058063.772322,11
1741058063.882975,9
1741058063.990740,10
1741058064.094544,9
1741058064.197860,10
1741058064.300982,9
1741058064.405538,9
1741058064.509039,9
1741058064.612576,10
1741058064.725193,9
1741058064.835476,10
1741058064.945166,9
1741058065.054570,9
1741058065.163089,10
1741058065.271128,10
1741058065.380384,11
1741058065.490801,11
1741058065.600171,10
1741058065.716230,10
1741058065.825806,9
1741058065.935368,9
1741058066.044453,10
1741058066.154116,9
1741058066.275760,9
1741058066.385055,9
1741058066.494126,12
1741058066.597754,10
1741058066.714660,10
1741058066.823627,10
1741058066.931666,10
1741058067.041337,9
1741058067.150307,9
1741058067.259084,11
1741058067.368611,10
1741058067.478283,10
1741058067.586974,11
1741058067.705445,6
1741058067.816275,0
1741058067.925357,1
1741058068.038357,2
1741058068.147047,6
1741058068.256734,5
1741058068.366333,7
1741058068.475340,7
1741058068.584142,10
1741058068.697370,11
1741058068.806370,11
1741058068.915786,11
1741058069.023929,10
1741058069.131745,9
1741058069.239838,9
1741058069.348819,11
1741058069.457652,11
1741058069.566088,10
1741058069.673929,10
1741058069.796764,9
1741058069.906499,12
1741058070.015647,11
1741058070.128005,12
1741058070.246225,9
1741058070.355097,9
1741058070.464550,10
1741058070.572666,10
1741058070.689247,10
1741058070.811323,9
1741058070.919303,10
1741058071.027616,11
1741058071.135903,9
1741058071.244743,9
1741058071.353336,11
1741058071.461570,10
1741058071.569533,9
1741058071.678133,9
1741058071.801608,9
1741058071.910781,9
1741058072.020858,9
1741058072.132766,10
1741058072.242169,10
1741058072.363662,9
1741058072.473000,9
1741058072.583502,10
1741058072.704383,10
1741058072.814357,9
1741058072.923128,9
1741058073.032687,10
1741058073.141332,10
1741058073.249462,10
1741058073.358597,10
1741058073.466660,10
1741058073.575668,8
1741058073.696218,9
1741058073.810176,10
1741058073.924770,9
1741058074.035858,8
1741058074.145645,9
1741058074.254713,10
1741058074.363471,9
1741058074.471756,8
1741058074.580142,11
1741058074.698443,10
1741058074.810331,9
1741058074.920717,9
1741058075.030359,9
1741058075.146590,9
1741058075.272719,10
1741058075.380939,10
1741058075.486357,11
1741058075.594892,9
1741058075.710291,9
1741058075.818720,8
1741058075.926749,10
1741058076.037216,9
1741058076.146160,9
1741058076.255366,9
1741058076.369122,9
1741058076.477757,9
1741058076.586851,9
1741058076.705226,11
1741058076.815764,9
1741058076.924795,9
1741058077.034362,9
1741058077.144234,9
1741058077.262544,8
1741058077.372063,11
1741058077.480093,11
1741058077.587488,11
1741058077.705782,11
1741058077.815582,10
1741058077.924322,9
1741058078.045440,4
1741058078.154523,0
1741058078.264409,1
1741058078.373433,0
1741058078.480647,2
1741058078.588632,3
1741058078.705163,7
1741058078.814311,6
1741058078.923377,5
1741058079.030595,6
1741058079.138549,7
1741058079.246584,6
1741058079.355870,6
1741058079.464795,7
1741058079.569909,9
1741058079.678502,10
1741058079.800788,9
1741058079.911810,9
1741058080.020299,11
1741058080.128803,9
1741058080.237310,8
1741058080.346930,10
1741058080.455769,9
1741058080.563892,9
1741058080.672736,9
1741058080.795094,9
1741058080.905490,9
1741058081.014365,9
1741058081.123462,9
1741058081.232190,11
1741058081.340867,9
1741058081.449639,10
1741058081.553339,9
1741058081.656518,10
1741058081.773251,9
1741058081.882665,9
1741058081.990492,10
1741058082.098733,8
1741058082.206998,9
1741058082.316566,8
1741058082.433033,10
1741058082.552742,10
1741058082.656161,9
1741058082.772985,10
1741058082.882867,9
1741058082.991193,10
1741058083.099418,8
1741058083.208197,9
1741058083.315850,9
1741058083.422372,9
1741058083.528991,9
1741058083.636964,10
1741058083.748492,10
1741058083.863733,11
1741058083.970800,10
1741058084.076408,9
1741058084.181118,10
1741058084.288539,8
1741058084.397942,10
1741058084.506722,8
1741058084.616583,9
1741058084.729815,9
1741058084.838284,8
1741058084.946310,10
1741058085.056038,11
1741058085.173437,10
1741058085.285205,9
1741058085.396021,8
1741058085.504987,8
1741058085.622373,10
1741058085.737136,9
1741058085.854129,11
1741058085.963697,11
1741058086.072456,10
1741058086.183797,9
1741058086.288731,8
1741058086.392009,11
1741058086.512036,11
1741058086.634144,10
1741058086.750875,9
1741058086.861669,9
1741058086.966732,10
1741058087.075045,10
1741058087.194212,10
1741058087.310142,9
1741058087.418521,9
1741058087.527131,10
1741058087.642940,8
1741058087.759721,9
1741058087.869234,9
1741058087.978585,10
1741058088.087594,10
1741058088.195498,11
1741058088.303378,11
1741058088.412824,3
1741058088.521393,0
1741058088.630901,0
1741058088.746745,1
1741058088.856091,4
1741058088.966708,4
1741058089.075134,7
1741058089.184059,7
1741058089.301717,9
1741058089.410151,11
1741058089.514179,12
1741058089.623430,11
1741058089.739976,12
1741058089.849582,10
1741058089.958442,10
1741058090.068471,10
1741058090.180217,10
1741058090.289805,10
1741058090.400083,11
1741058090.517044,11
1741058090.626662,9
1741058090.733102,9
1741058090.836685,11
1741058090.943540,9
1741058091.050398,9
1741058091.160854,9
1741058091.266274,10
1741058091.374186,9
1741058091.493759,8
1741058091.597522,8
1741058091.703720,9
1741058091.813778,9
1741058091.917543,11
1741058092.022855,11
1741058092.126965,11
1741058092.238303,8
1741058092.347035,9
1741058092.455870,9
1741058092.567901,10
1741058092.676029,9
1741058092.797094,9
1741058092.908264,9
1741058093.016370,9
1741058093.125794,10
1741058093.231722,11
1741058093.338977,10
1741058093.447615,9
1741058093.556385,9
1741058093.673831,8
1741058093.795099,10
1741058093.906344,9
1741058094.017053,9
1741058094.125669,11
1741058094.235739,10
1741058094.342885,9
1741058094.452234,11
1741058094.561636,10
1741058094.671134,9
1741058094.785276,9
1741058094.894407,8
1741058095.003397,9
1741058095.112534,8
1741058095.221198,10
1741058095.329005,10
1741058095.437207,9
1741058095.552643,10
1741058095.661628,12
1741058095.774647,11
1741058095.879920,8
1741058095.983623,9
1741058096.086758,9
1741058096.196217,10
1741058096.306445,9
1741058096.414463,9
1741058096.558654,10
1741058096.666844,9
1741058096.813830,9
1741058096.927074,11
1741058097.036857,9
1741058097.146995,9
1741058097.256121,10
1741058097.365209,10
1741058097.474527,10
1741058097.582810,10
1741058097.700027,9
1741058097.809110,9
1741058097.917570,9
1741058098.029290,9
1741058098.137123,10
1741058098.248353,9
1741058098.356735,9
1741058098.466809,9
1741058098.576440,11
1741058098.696813,6
1741058098.812943,1
1741058098.922024,0
1741058099.029971,0
1741058099.138333,1
1741058099.249082,0
1741058099.358073,3
1741058099.466212,5
1741058099.575169,4
1741058099.685603,6
1741058099.805769,6
1741058099.915056,8
1741058100.021761,6
1741058100.128402,7
1741058100.238192,7
1741058100.347377,9
1741058100.462540,8
1741058100.569692,8
1741058100.678979,9
1741058100.802552,10
1741058100.912517,9
1741058101.020960,9
1741058101.130038,9
1741058101.238566,9
1741058101.348692,9
1741058101.454075,9
1741058101.587186,9
1741058101.704316,9
1741058101.814887,9
1741058101.925232,9
1741058102.035997,8
1741058102.139898,9
1741058102.251673,10
1741058102.362416,10
1741058102.469846,9
1741058102.579182,10
1741058102.700707,9
1741058102.814258,9
1741058102.923680,9
1741058103.027804,11
1741058103.132552,11
1741058103.241653,9
1741058103.349925,9
1741058103.453541,8
1741058103.561537,9
1741058103.669773,9
1741058103.783320,10
1741058103.893528,9
1741058104.001892,9
1741058104.110869,10
1741058104.220233,10
1741058104.335963,9
1741058104.445217,10
1741058104.553962,11
1741058104.662650,11
1741058104.778774,11
1741058104.888959,10
1741058104.997032,10
1741058105.105878,10
1741058105.210968,10
1741058105.319460,10
1741058105.428212,10
1741058105.531505,10
1741058105.640110,10
1741058105.753261,10
1741058105.863485,10
1741058105.972438,11
1741058106.080458,8
1741058106.189813,9
1741058106.299075,10
1741058106.406940,8
1741058106.514518,8
1741058106.636992,7
1741058106.759945,9
1741058106.870371,7
1741058106.978389,8
1741058107.086287,11
1741058107.195748,9
1741058107.305010,9
1741058107.413690,10
1741058107.522369,12
1741058107.630110,9
1741058107.742560,10
1741058107.854684,9
1741058107.964761,10
1741058108.072520,10
1741058108.181070,10
1741058108.288993,11
1741058108.397601,3
1741058108.509315,0
1741058108.618124,0
1741058108.734551,0
1741058108.846452,0
1741058108.951154,0
1741058109.059850,0
1741058109.169010,0
1741058109.277270,1
1741058109.385492,1
1741058109.493748,1
1741058109.601978,0
1741058109.719027,0
1741058109.829170,0
1741058109.940184,0
1741058110.048033,0
1741058110.156828,0
1741058110.260647,0
1741058110.369406,0
1741058110.477701,0
1741058110.586386,0
1741058110.703307,1
1741058110.811686,0
1741058110.921567,0
1741058111.031621,0
1741058111.140318,0
1741058111.252633,0
1741058111.361999,0
1741058111.470527,0
1741058111.578395,0
1741058111.694922,0
